Case number,Match Name,HorW,end_point_id,start_point_id,XG,start_index,end_index,num_shots,duration,distance_covered,number_of_players_involved,num_pass,zone_1_count,zone_2_count,zone_3_count,zone_4_count,zone_5_count,zone_6_count,zone_7_count,zone_8_count,zone_9_count,zone_10_count,zone_11_count,zone_12_count,zone_13_count,zone_14_count,zone_15_count,zone_16_count,zone_17_count,zone_18_count,zone_19_count,zone_20_count,zone_21_count,zone_22_count,zone_23_count,zone_24_count,Start_Zone,End_Zone,zone_transition_count,forward_movement_count,backward_movement_count,net_progress_ratio,num_opponents_front,distance_to_goal,shoot_angle,period,minute_absolute
69,LeverkusenVSBochum_Away,0,0c2d4394-e3af-4962-ab84-10019b18cf0a,5526060b-5489-4e8a-9277-b18d6ad10895,0.1731522,2138,2148,1,7.655718,64.18797676009866,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,3,0,2,0,0,0,1,0,0,16,22,6,5,2,0.5983813859382904,1,19.51127878945919,23.745772560562116,2,58.50221666666667
70,LeverkusenVSBochum_Away,0,e8090304-80b2-4652-8526-18230ab1e570,672a8e3b-ccce-4ffb-93cc-9eeb045a74e8,0.02513808,2286,2291,1,3.4922150000000003,44.05054,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,13,19,3,2,2,0.5515981735159817,4,26.086394921491163,18.352871902320672,2,63.52173333333333
71,LeverkusenVSBochum_Away,0,1e542229-14f8-47d2-8518-8d9df91bb648,00ad123e-7af2-4355-abb3-c7743def2201,0.13727601,2350,2439,1,93.25254200000003,693.61220760471,11,28,0,0,4,0,1,0,1,3,1,8,22,0,4,8,5,16,0,3,3,4,1,3,3,0,16,23,39,38,23,0.5147476727094561,3,15.34438007871286,31.109822272862782,2,66.3418
72,LeverkusenVSBochum_Away,0,25786fda-271d-4b59-bef6-8f1deac2c6e2,f4840344-2af4-49d9-bc1c-09a59e1199cc,0.26157931,2543,2578,2,34.14230100000001,206.3049717989748,7,9,0,2,0,0,2,7,0,0,0,0,3,0,0,0,0,0,0,0,1,3,0,2,13,3,6,23,13,15,7,0.5668126226785445,2,10.285912696499036,42.238268327284594,2,70.15596666666667
73,LeverkusenVSBochum_Away,0,20bba541-c700-43c1-a3f8-7d319a0f1117,25761bbb-1b64-4ced-984c-3c529feb0658,0.34917567000000005,2766,2779,2,14.600392000000001,143.01235217507747,3,3,0,1,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,23,8,7,3,0.5791139240506329,1,6.762396025078685,59.2175321505173,2,75.6366
74,LeverkusenVSBochum_Away,0,a521ce17-5ba0-48bb-9d9d-afd16d56c56d,28e436f8-1a21-4190-bdd2-70429bbe6609,0.253870605,2814,2830,2,14.39648,123.861026012027,4,3,0,2,2,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,5,0,0,3,0,11,23,8,8,4,0.6050110537951363,3,8.163332652783422,51.4135825256937,2,77.97731666666667
75,LeverkusenVSBochum_Away,0,8ea7b514-e99d-4798-851c-f5d63a9edb28,075194ff-2e7a-4457-9afd-311767fb8c49,0.5318175,2960,2967,1,7.103348,60.52203888087616,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,1,2,0,0,14,22,4,4,0,1.0,1,6.463745044476924,63.016509172363584,2,82.12936666666667
76,LeverkusenVSBochum_Away,0,7bcae1d1-291c-498f-9d59-f8451f440802,f20ee19f-826a-437b-96ea-b43548714c77,0.010973065,2975,3056,1,71.06828200000001,505.487029563311,11,24,0,1,13,3,0,0,1,3,0,4,4,2,12,18,4,3,4,0,0,3,1,4,2,0,8,23,35,31,25,0.5264540611544917,0,22.487552112224222,11.199274594075575,2,84.78291666666667
77,LeverkusenVSBochum_Away,0,059486c5-891d-40fd-9463-4f835874429d,4d6cdafc-5c7c-4083-8f98-81a7b837370a,0.043656476,3068,3097,1,25.718108,169.32236804030913,8,8,0,2,2,0,0,0,2,1,0,0,1,2,3,1,0,0,3,0,2,0,3,3,5,0,8,23,16,14,5,0.5468571428571428,2,21.224985276791127,18.414653641058763,2,85.837
78,LeverkusenVSBochum_Away,0,82b24884-2601-40a1-a016-15c876f6ddbc,63fbb4fa-08b9-4c04-91b5-495f0bb352f6,0.275207482,3103,3172,2,59.225098999999986,413.1980814464657,9,22,0,3,1,0,0,1,1,5,0,9,2,3,7,15,1,0,1,6,1,5,0,1,5,2,13,18,29,30,19,0.5225290044068711,2,30.63200940193118,15.390528996815961,2,88.28638333333333
79,LeverkusenVSBochum_Away,0,331e552a-bf38-4977-b87c-2bbb1b281c62,1d3e5426-fa2a-4718-9034-2dad541535e8,0.025919521,3206,3243,1,38.375085999999996,246.46896226529216,8,10,0,0,0,3,0,2,3,6,0,1,0,0,2,3,0,0,4,2,3,0,9,0,0,0,7,19,18,14,12,0.530665552188904,3,28.45803928593816,17.00397127843421,2,90.73476666666667
80,LeverkusenVSBochum_Away,0,ae9a38af-5ca6-4bbc-9a85-34d4e9aa0e89,14b12e73-2a7f-470a-84a3-ce08877cf8b6,0.86161053,3279,3293,1,15.037913999999999,107.20286792219194,4,4,0,1,0,0,3,2,0,0,0,2,0,0,0,0,1,0,0,0,2,1,0,2,1,0,6,22,9,7,3,0.633704292527822,0,9.148223871331526,49.31510037311966,2,92.13130000000001
81,LeverkusenVSBochum_Away,0,1d26f4b1-0022-479a-a209-a8b714cd6f1c,fbade2a7-50d1-4831-874b-854590fecdd9,0.028328221,3307,3312,1,7.288444,53.286927252281366,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,11,18,1,3,0,1.0,0,34.21637035104688,13.612681815621535,2,93.529
82,LeverkusenVSBochum_Home,1,27037aa8-470a-4626-8f97-026d8c84b185,346da934-4b9c-443b-bc07-addb4f928b09,0.10643516,348,361,1,13.939621,122.79418132216443,3,2,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,7,22,6,5,4,0.6047919957872565,2,14.480676779764128,27.388863365973766,1,10.736933333333333
83,LeverkusenVSBochum_Home,1,a80e47de-35cc-47a4-8ad3-767836b010c6,4086dce1-3e3d-4474-8422-89344fb139dd,0.7835,920,988,1,58.84737999999999,501.4704856077178,10,19,0,2,3,0,1,4,2,5,7,4,5,7,6,5,0,6,2,0,0,0,0,6,2,2,16,23,43,30,26,0.5188217420661716,0,12.0,39.4783616717897,1,29.56325
84,LeverkusenVSBochum_Home,1,2b2439b6-9828-4dbe-b3ac-9adb41da1b1d,312108c9-8027-47b2-9109-d0934c641b8e,0.30500692,1010,1040,1,31.411389,298.6385654913666,8,7,0,1,7,1,0,2,0,2,0,1,4,1,0,3,1,0,0,0,0,4,0,1,3,0,4,23,17,16,6,0.5659596482152094,1,15.081445554057472,31.38706816981294,1,31.2751
85,LeverkusenVSBochum_Home,1,38e5bc9c-78c1-417a-81a2-42479d4569e6,570f1236-345e-483e-990a-fc1bdbe93c33,0.25401786000000004,1102,1114,2,7.787858999999999,91.42727147256667,5,3,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,2,2,0,14,22,7,6,3,0.5500838222967309,4,4.775981574503822,83.71312805575974,1,34.48928333333333
86,LeverkusenVSBochum_Home,1,5fbe5edf-bfaa-4257-ad5a-220d8a9bb8da,c1d00c8d-de21-4740-943b-93b75f764dd4,0.13148005,1270,1471,1,170.664731,1273.7366528767782,11,60,6,4,6,4,3,2,4,7,1,12,11,11,9,23,18,24,9,7,8,15,3,2,6,7,1,22,94,68,74,0.5153755671315744,3,14.80033783398203,32.44214757677186,1,40.177233333333334
87,LeverkusenVSBochum_Home,1,17f17d10-0361-43dd-95e8-62d119453f99,30a18681-fc8b-41b6-afed-9227abc9e2ee,0.077682205,1529,1535,1,5.130923,32.89138376605278,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,18,23,3,3,1,0.5631929046563192,3,20.415925156602626,23.38651769301234,1,41.7843
88,LeverkusenVSBochum_Home,1,db9ae937-6b5c-4f90-8b47-fdf4f27786d5,dbd8d521-c1db-4107-ba32-4980ae918190,0.4563931,1539,1574,1,21.021931000000002,167.25442014289104,6,10,1,0,1,0,14,0,0,0,7,1,1,0,0,5,1,0,0,2,0,0,0,3,0,0,5,22,11,15,8,0.6548864046159394,2,9.166242414424785,50.119650641391296,1,42.54035
89,LeverkusenVSBochum_Home,1,74ba22d6-f06f-483f-b861-63f90580fbe4,5c285136-35f1-4f76-bc3a-f30546574a98,0.14864361,1629,1720,1,58.817956030000005,403.84924347251507,10,25,0,1,0,0,4,5,0,0,3,19,11,0,0,8,17,3,0,0,5,13,0,0,2,0,11,23,44,40,30,0.5226864019919767,5,6.053924347066128,67.98173558702119,1,45.91133333333333
90,LeverkusenVSBochum_Home,1,8ae9d212-2ada-45b7-8a2b-7e626cc15bbc,0da17610-90ca-434c-8c89-9a3aade6acfe,0.056596298,2467,2519,1,51.87177499999999,313.30905677462084,8,17,0,1,1,0,1,0,1,0,1,0,2,1,0,1,6,19,0,4,2,6,0,5,2,0,12,23,19,19,18,0.5330872299699206,3,16.710774967068406,28.15208992496477,2,59.34735
91,LeverkusenVSBochum_Home,1,dfc23d71-49a7-40a0-bd2c-44840b3dc103,9c59bb7c-3c5c-4575-abfa-7c334ba8acd0,0.34414628,2714,2798,1,74.7900531,589.3271208977275,12,26,0,1,0,0,2,2,0,0,6,14,6,9,1,3,8,16,2,0,2,8,1,0,2,0,21,23,45,29,30,0.49758352595083005,1,14.873466307488652,22.81390982388851,2,68.21226666666666
92,LeverkusenVSBochum_Home,1,5665403a-4a89-4064-bf8b-01f7d557f2f1,5d0a2e31-8249-4a2e-b1bb-f6131e1fb52c,0.09609863,3102,3140,1,34.598199,270.6695036663587,7,14,0,0,0,0,0,2,0,0,1,1,0,12,1,0,2,15,0,0,0,0,0,0,3,2,9,23,11,13,9,0.6197318007662835,3,14.771932845772085,30.943054088706706,2,75.43038333333334
93,LeverkusenVSBochum_Home,1,88776c4f-596f-4ee0-83fd-097d0e4f83ce,943266d1-8ef2-4571-bbf9-6ea14a30d233,0.48373984999999997,3408,3434,2,23.631486000000002,188.07412783877027,7,6,0,3,2,0,0,0,0,0,1,0,0,1,2,3,3,0,0,0,0,2,0,4,5,0,14,22,14,8,10,0.5256391737685975,7,10.316006979447033,44.704918236556075,2,81.13508333333334
94,LeverkusenVSBochum_Home,1,e682b085-e238-4da1-a569-8c90c6efe737,06822729-454c-4d05-a447-6ba87d5da20c,0.05486425,3822,3937,1,127.184933,916.1151061489447,10,34,6,4,0,3,3,0,3,0,11,3,0,9,11,6,4,5,4,5,9,10,13,0,5,2,5,23,60,47,32,0.5167656464138878,4,20.478281177872326,23.253583813052195,2,91.72613333333334
95,LeverkusenVSBochum_Home,1,d759adec-4c7c-468f-815f-08067d531ca2,f59f8e75-8bb1-419f-8eb8-0fa37b560193,0.10220095,3965,3979,1,12.380776999999997,106.07777868585228,3,3,0,1,0,0,0,1,0,3,0,0,3,0,0,0,0,0,0,1,0,0,0,0,6,0,8,23,6,6,4,0.5838974854932302,4,17.084495895401773,25.58917992957137,2,93.18585
96,LeverkusenVSBorussiaDortmund_Away,0,cb5393d7-7266-47d9-8f01-6f5b2e29f18b,56bf4661-360e-4638-b79d-8e0db55436ce,0.0075281602,5,27,1,17.551001000000003,180.48822930392706,4,8,0,0,0,0,0,2,4,0,0,1,1,0,0,3,2,0,0,2,5,0,0,0,3,0,15,23,15,12,5,0.5486660533578657,0,19.28989372702711,8.451165511509252,1,0.2836666666666667
97,LeverkusenVSBorussiaDortmund_Away,0,8dd06075-7ff3-451c-b6b8-1c7303b93a7a,72d8a74b-4b8c-4b27-97b7-31a209f1b4eb,0.27050674,315,408,1,74.993894,584.9152710943412,10,29,0,3,1,0,3,0,0,0,1,2,1,2,3,10,15,12,16,4,0,11,4,4,2,0,16,23,37,32,25,0.523101433882103,1,6.5375836514724615,66.62052582491431,1,7.33665
98,LeverkusenVSBorussiaDortmund_Away,0,ae41d0bf-149b-47ec-9d30-59ffe0585f84,b6026915-0071-4330-9f2c-17571d3e6371,0.017508581,690,738,1,39.135864999999995,289.21889070729316,9,15,0,0,0,0,0,0,0,0,0,5,3,0,8,4,14,6,3,0,3,3,0,0,0,0,16,19,18,15,14,0.5436142804563857,2,28.323311953230323,16.003612970241186,1,13.224066666666667
99,LeverkusenVSBorussiaDortmund_Away,0,6d6b9bdf-4012-44eb-a865-f50a0756ac6a,00155672-387f-482d-ba90-e067ae801ef0,0.06545268,961,1047,1,68.75698999999997,620.0233619899409,9,25,0,1,1,4,0,0,7,2,2,6,6,5,10,1,6,10,5,9,0,0,3,6,1,0,14,22,46,35,27,0.5103892852672425,3,9.741663102366049,41.699672812221166,1,20.436383333333332
100,LeverkusenVSBorussiaDortmund_Away,0,ca418807-ef27-44e8-8bac-fb8d7363c7a3,4f28a8ce-9b43-48fc-8eba-64164e27e3b8,0.026485367,1608,1691,1,76.076323001,635.2957595961116,11,27,0,0,0,0,0,1,12,2,11,6,6,4,12,3,1,7,3,6,6,4,0,0,0,0,9,18,32,25,26,0.5314128102972724,3,27.29194020219156,17.00926763800636,1,35.077983333333336
101,LeverkusenVSBorussiaDortmund_Away,0,d0f1337b-e701-40c7-b79f-93fdb139fca8,5b595b9f-a3eb-4bb5-bd76-7b951caf5725,0.067027844,1695,1725,1,33.516608,245.34919204581763,8,6,0,3,0,0,3,1,3,0,1,5,1,1,2,0,5,0,0,3,2,1,0,0,0,0,10,19,20,12,11,0.5410613697005633,5,25.871219530590363,17.894502598678073,1,37.986783333333335
102,LeverkusenVSBorussiaDortmund_Away,0,eabd44ea-9133-4a5e-8ac7-563b30de1ffe,1dc9fbaf-e68b-433c-b28d-c962f7c604f5,0.037061095,1876,1901,1,14.786099999999998,112.74888903069353,4,7,0,0,0,1,0,0,0,2,4,0,0,0,1,0,0,0,7,0,0,0,9,2,0,0,9,22,11,10,6,0.5438660356752821,1,18.58009687811127,21.444236696138017,1,42.947266666666664
103,LeverkusenVSBorussiaDortmund_Away,0,cd1b1b5f-4444-4fba-8a0e-0990fdda83a7,021ba669-3dae-4593-a009-ba98fd56d2f7,0.031657387,2419,2437,1,27.303852,174.58303421638854,5,6,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,9,2,1,0,0,0,0,0,0,14,18,8,7,6,0.5900621118012422,1,28.304769916040648,15.14656479258376,2,53.60718333333333
104,LeverkusenVSBorussiaDortmund_Away,0,e6985eba-993d-4164-ad9e-5cee358f8916,26b7fab0-c46f-409a-b847-ff2c3e9849a6,0.008364713,2474,2510,1,23.429557000000003,135.74753438236954,6,6,2,1,0,0,0,3,2,0,2,1,7,0,0,5,0,6,0,4,0,2,0,0,0,2,2,24,21,16,14,0.5583959292464259,0,26.509243670840558,4.677128505460242,2,56.418350000000004
105,LeverkusenVSBorussiaDortmund_Away,0,bf52cf72-7765-4da6-8ac0-38d2fa7b68ee,77122ae6-dbf4-4162-b828-3630a359a46b,0.66548026,2949,3060,1,93.49606200000001,738.2425137573646,10,30,9,0,7,1,0,4,6,2,6,5,10,0,13,12,5,0,9,3,1,3,1,8,2,4,1,22,57,45,35,0.5169551146756718,1,5.6859475903318035,71.1867279772187,2,67.79318333333333
106,LeverkusenVSBorussiaDortmund_Away,0,4da1beec-972a-4986-8720-da71780eceb4,43dbae19-8ad3-4fd5-9892-b3a25d54b8b2,0.014592174,3259,3297,1,43.106917,204.31478530672808,8,9,0,1,1,3,3,4,0,2,5,0,0,0,3,0,0,3,3,1,2,1,7,0,0,0,6,19,22,12,18,0.5198785600693941,5,26.904646438858855,18.182349655722682,2,74.92961666666667
107,LeverkusenVSBorussiaDortmund_Away,0,6333f948-763d-442d-9a16-b14d1c6aeb0d,1151ea89-4081-45ec-b935-e0f9d8c827be,0.152447343,3763,3860,2,73.08958500299998,603.8115703855182,10,25,4,5,4,4,2,7,8,0,1,4,3,6,2,1,7,2,0,2,3,10,6,3,0,11,4,22,63,39,34,0.5174041844102945,4,6.87677249878168,53.429643893925245,2,96.87801666666667
108,LeverkusenVSBorussiaDortmund_Home,1,dda91cf4-6be6-4337-8263-92989e8e09a3,8918563b-05eb-4ae7-98ea-07a1b5628573,0.05545624,179,233,1,38.387444099999996,290.96498121502316,9,12,0,4,1,0,0,2,0,1,5,4,0,4,7,0,1,0,7,2,6,3,1,1,5,1,15,18,35,20,20,0.5148894570612123,4,20.48828933805847,23.64641314594052,1,6.131683333333333
109,LeverkusenVSBorussiaDortmund_Home,1,e3498422-e3ce-4ac5-99fc-30aa04d876b4,ae9a656a-7a8c-4abd-ab67-2d094404f9c0,0.021554975,540,593,1,31.227800001000006,238.7995851150289,8,14,0,0,1,0,0,6,5,0,0,1,1,2,4,1,8,0,2,2,12,2,0,1,3,3,13,19,29,23,15,0.5170183437599407,3,27.642177917088947,15.80135379722411,1,13.5704
110,LeverkusenVSBorussiaDortmund_Home,1,d36d28d3-be36-46b1-bf09-9d3e8b20f3ee,53563ce0-8205-4606-bfe6-6d3709445070,0.03811005,707,763,1,57.180656,364.99176002670754,9,17,0,1,2,2,1,0,1,0,0,1,2,0,2,6,6,3,2,2,4,5,10,5,0,1,16,18,32,21,20,0.5079167960260788,2,22.14610575247938,21.331820139747222,1,18.851666666666667
111,LeverkusenVSBorussiaDortmund_Home,1,df5eca50-7090-494a-8484-64ea250c5cb4,0dbfa139-459b-41d4-9749-4ad4d8644607,0.022244284,797,816,1,25.895556000000003,163.2246185147918,4,5,0,1,1,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,3,4,5,19,12,9,4,0.554472091459314,5,25.55151658904027,18.18732641744288,1,20.10105
112,LeverkusenVSBorussiaDortmund_Home,1,897fce1e-00c2-4316-bf86-2ca40d78213e,6f05c170-1686-429f-9c2e-2da64b154479,0.11983944,978,1046,1,53.35329999999998,368.37700138774653,10,18,0,4,4,3,0,1,1,8,8,2,3,3,11,4,0,0,10,1,0,0,2,1,2,0,2,23,37,29,19,0.5334304973583531,0,10.016985574512923,29.16060944389571,1,25.756816666666666
113,LeverkusenVSBorussiaDortmund_Home,1,0b35e797-16d2-42bf-a71d-1c5c82158ccd,00e56fc5-81e8-4697-8a03-865de929a5fa,0.053796235,1139,1186,1,40.446956019999995,240.96378885259804,9,14,0,0,0,0,1,0,2,0,6,3,1,0,5,8,5,1,0,7,1,8,0,0,0,0,10,18,20,21,11,0.5584090909090909,4,27.989462302802455,16.968124789049213,1,30.856
114,LeverkusenVSBorussiaDortmund_Home,1,e8be723d-1aba-48b9-89e9-9d2531913ae7,98933e6c-6dfc-4f04-9062-9fc67a7746e1,0.063403934,1448,1523,1,64.39972500199998,483.31841706598266,11,23,2,5,3,0,1,4,0,0,0,3,2,0,0,3,11,9,0,0,1,16,0,0,8,6,3,23,32,33,17,0.5388148148148149,1,12.465151423067432,36.36497986440247,1,37.35865
115,LeverkusenVSBorussiaDortmund_Home,1,0823daad-6e31-4eb1-a94b-8b054ac6128e,c34af0ac-df8b-472a-8a35-ad8558544207,0.030914899,1691,1714,1,18.083679000000004,131.92553773076503,5,7,0,0,0,1,0,0,0,2,0,0,3,0,0,0,0,0,6,6,1,0,5,0,0,0,11,18,9,10,6,0.5377538621767054,3,26.30589287593181,18.39048307645296,1,42.02368333333333
116,LeverkusenVSBorussiaDortmund_Home,1,2860fc95-0c6b-42b9-ad7e-053c421c3068,d8ac28b7-ef18-424b-a196-ee25661f5fd7,0.08714992,1857,1919,1,44.83849000000001,302.59176982267195,7,13,2,6,1,0,2,3,0,2,0,0,0,1,0,0,0,0,3,0,9,10,0,4,12,8,6,23,34,24,21,0.5194317187419569,6,17.20261608011991,28.101642497091245,1,48.632866666666665
117,LeverkusenVSBorussiaDortmund_Home,1,d34bf01b-114a-4cc1-aa40-aef5fe60a392,ee5586df-592c-4fa8-b594-486200f98045,0.094848112,1955,2022,3,45.16714000000001,313.6370818362449,9,15,2,4,6,1,0,5,2,0,0,0,0,0,1,3,0,0,0,5,11,3,5,4,5,8,13,18,42,26,27,0.5051156271899089,5,23.475306174787157,20.401630395166336,2,47.841766666666665
118,LeverkusenVSBorussiaDortmund_Home,1,fd3d4479-66f2-4a04-adb0-a9591a33cb5e,22f30da3-ab28-4b79-bf60-e11f827bc050,0.018200042,2084,2117,1,39.179152,227.1152498617177,8,10,0,5,0,0,2,2,0,0,0,0,1,2,0,0,2,11,0,1,3,5,0,0,0,0,6,18,14,13,7,0.5659246575342466,3,34.64346980312452,14.074451351134663,2,49.875616666666666
119,LeverkusenVSBorussiaDortmund_Home,1,ebda04cb-5e23-4854-9ea3-067adf0beefb,26521f91-3911-4586-8a1e-8b23994556a1,0.104334064,2176,2201,1,21.380371,187.94025422944586,7,6,0,0,8,0,0,0,2,0,0,0,1,0,0,0,0,0,2,4,0,0,1,5,2,0,3,23,12,14,5,0.5981751824817517,0,9.303762679690404,26.85902577356124,2,51.72135
120,LeverkusenVSBorussiaDortmund_Home,1,b9024265-7499-4cb0-9e3f-2ba196c09be1,ebec589f-849a-4ce3-86d7-c1307a13cf0a,0.19175830700000002,2616,2732,4,62.160956002,505.74897912394164,9,27,0,11,5,1,0,1,3,0,0,5,2,0,0,5,3,0,2,21,10,11,4,11,12,6,11,19,61,48,36,0.5083231570152323,3,29.706901555025897,14.368594330704175,2,62.339533333333335
121,LeverkusenVSBorussiaDortmund_Home,1,9b5d1c04-bf74-497b-a0da-799bea662d57,4bfe5b5a-4aef-489e-99f3-e23dfe36af8f,0.029913954,3029,3079,1,45.668876000000004,343.46226500282046,8,13,0,3,1,0,4,0,2,0,2,5,1,3,6,3,2,0,0,7,5,3,0,3,1,0,9,18,30,27,11,0.5228736397956917,1,26.833002068348602,16.997925660590674,2,72.43533333333333
122,LeverkusenVSBorussiaDortmund_Home,1,78722261-ff71-4e47-82e7-70f3ff152946,794cf418-9e9e-4ed1-8a3e-8e97ba174dbe,0.08205067,3084,3090,1,1.6687020000000001,5.255473,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,22,19,4,2,3,0.48056722689075626,4,20.993808611111994,22.89073250038589,2,72.94251666666666
123,LeverkusenVSBorussiaDortmund_Home,1,6a8e26a0-c5c2-4c5c-912c-2d314f9b5a39,6f604113-eb7d-451e-8ca1-965c5f75c0d8,0.041199785,3210,3279,1,55.167927,379.15876893436075,10,20,0,2,1,0,1,1,4,0,1,6,6,3,14,0,4,6,0,1,4,8,0,1,3,4,3,23,30,27,17,0.550048007681229,4,19.911052207254137,21.28953218615707,2,77.85645
124,LeverkusenVSBorussiaDortmund_Home,1,41215e06-a33a-448a-ae67-0526fd1c0848,cbb314fc-de67-4aa7-b4fe-2e83461ed341,0.94032604,3289,3301,1,11.233768000000001,65.29539752510095,3,2,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,3,3,0,11,22,8,6,2,0.5662983425414364,0,3.5846896657869807,101.3232268771252,2,78.76231666666666
125,LeverkusenVSBorussiaDortmund_Home,1,3b9bfdf9-d062-4ed6-a6fd-40eec7c0899d,00ebf5e9-b2e8-4626-b6a2-adf7ec3ae044,0.08122539,3420,3591,1,144.84909400000004,1058.6161024442795,11,51,4,6,6,2,5,1,2,2,1,3,2,2,13,8,10,9,27,14,17,8,15,5,4,3,3,22,84,65,48,0.5140034364261168,1,16.191973320136118,28.404490800495513,2,86.11061666666666
126,LeverkusenVSBorussiaDortmund_Home,1,f16d7b24-5b85-4e48-af7a-94c8c6b19934,048505f4-a8b6-4709-80f0-e8d40962b780,0.06840045,3598,3630,1,25.201403000000003,218.58583052242153,8,10,0,0,2,2,1,2,3,2,2,0,0,0,1,0,0,1,6,3,0,0,5,0,2,0,7,23,17,11,12,0.5582420708291851,1,9.841239759298622,26.833336034806663,2,87.44608333333333
127,LeverkusenVSBorussiaMönchengladbach_Away,0,a9aeffde-608f-479a-8195-c6cff7363b53,c50d721c-be65-4eda-bc7f-067bb1947653,0.11212661,270,408,1,115.11361800599997,856.6753444815147,10,44,3,2,0,0,15,1,4,2,9,6,12,2,5,20,11,21,0,3,8,6,1,0,6,2,2,23,68,51,37,0.5263711328795174,1,17.06722004311188,25.046396933505985,1,8.897416666666667
128,LeverkusenVSBorussiaMönchengladbach_Away,0,25b25579-2f18-4333-a5a6-8571e4212871,563340ce-ecb8-451e-ba51-e071a2ec888a,0.21289383,642,731,1,82.175019,548.1205864309663,10,27,0,0,0,0,4,6,1,0,1,3,6,0,0,13,15,4,0,5,10,13,0,4,0,5,5,22,33,36,22,0.5490790394031244,1,8.045495634204268,51.73528249486845,1,17.95185
129,LeverkusenVSBorussiaMönchengladbach_Away,0,3a370e4d-7507-4970-bd41-0f85c483b328,fcce0c1d-ff7d-4dd4-b4f2-375654489041,0.08163955,867,906,1,30.777268,222.92141225767392,8,10,0,0,3,0,0,0,4,7,0,1,0,5,8,2,0,0,3,2,0,0,2,3,0,0,7,22,20,15,12,0.564635718891038,2,9.021086409075124,45.01208092265501,1,24.892866666666666
130,LeverkusenVSBorussiaMönchengladbach_Away,0,bc158e00-f1d4-4c64-be24-9cedf6e19e50,72d6f39a-4746-4800-bbed-9dbd2e33ade1,0.01716496,1064,1114,1,32.169641002,191.07949051428702,7,11,1,2,1,0,2,1,0,0,0,1,2,0,0,8,8,0,2,0,12,5,0,1,0,4,17,19,28,18,16,0.5044130933351866,3,30.40164469235176,14.142287649606201,1,28.95235
131,LeverkusenVSBorussiaMönchengladbach_Away,0,cc2b7576-f295-4b8e-ab4c-cd5f437aa3d4,450fdf1f-34c6-4040-a479-e0050d670ddb,0.10086409,1122,1169,1,29.742197999999995,220.0657249315704,10,15,0,3,0,0,0,0,0,0,1,3,3,0,0,17,5,6,0,0,0,1,0,0,6,3,14,23,18,15,16,0.5456626230258641,4,19.532792939055078,24.037913385043463,1,29.855616666666666
132,LeverkusenVSBorussiaMönchengladbach_Away,0,52adeea9-da77-4a26-91ce-a6802ca8d9a4,7c3d9d4f-6e6b-49f5-83b2-5a777eb45929,0.03741663,1178,1213,1,33.56941,269.9044234917134,8,10,0,3,3,0,0,1,3,0,0,8,1,0,2,1,4,0,1,3,5,0,0,0,1,0,14,23,16,16,8,0.5525565064735573,2,17.789041570584967,18.68634728691458,1,30.8315
133,LeverkusenVSBorussiaMönchengladbach_Away,0,8fd7eb39-3e99-4ca3-a26c-53cf0a9dc310,4fb9c296-0b0e-46e3-89ec-d0dcc7bb24f7,0.03490053,1222,1278,1,53.46677999999999,430.1562464808147,10,16,0,2,0,1,1,6,0,1,6,10,6,6,0,1,0,4,2,1,1,0,4,3,1,0,9,22,30,19,20,0.5300360638845956,1,21.868927728629032,16.783432560075365,1,32.873866666666665
134,LeverkusenVSBorussiaMönchengladbach_Away,0,7637a832-f82c-4708-b296-1701481e05ac,4e7959b3-c1f3-4840-ba4c-596290dfefa1,0.101195365,1305,1447,2,107.45768199999999,719.8704109894984,10,40,0,3,4,0,8,5,2,0,1,10,22,3,0,12,23,12,0,7,10,7,3,4,7,0,5,18,67,54,39,0.5128172588832488,4,24.75883680627989,19.61470671290115,1,35.218516666666666
135,LeverkusenVSBorussiaMönchengladbach_Away,0,79a23925-3852-4f56-964f-f92661681722,5989b4e1-fc95-4600-8891-6ff17af03484,0.052070636,1566,1614,1,51.256097000000004,380.5828979416504,9,13,0,4,2,0,7,1,0,5,0,0,6,8,2,3,0,0,2,0,2,3,1,2,0,0,5,22,25,23,8,0.5565410199556541,3,16.800297616411438,28.750288671067292,1,38.9018
